Accident year,Casualty severity,Road user,Speed limit,Accident month,Accident hour,Casualties,
2019,Killed,Pedestrian,21-30 mph,February,18,4,
2019,Killed,Pedestrian,21-30 mph,February,19,1,
2019,Killed,Pedestrian,21-30 mph,February,21,1,
2019,Killed,Pedestrian,21-30 mph,February,22,1,
2019,Killed,Pedestrian,21-30 mph,March,0,2,
2019,Killed,Pedestrian,21-30 mph,March,1,1,
2019,Killed,Pedestrian,21-30 mph,March,2,1,
2019,Killed,Pedestrian,21-30 mph,March,5,1,
2019,Killed,Pedestrian,21-30 mph,March,7,1,
2019,Killed,Pedestrian,21-30 mph,March,11,2,
2019,Killed,Pedestrian,21-30 mph,March,12,3,
2019,Killed,Pedestrian,21-30 mph,March,13,1,
2019,Killed,Pedestrian,21-30 mph,March,14,1,
2019,Killed,Pedestrian,21-30 mph,March,15,1,
2019,Killed,Pedestrian,21-30 mph,March,16,1,
2019,Killed,Pedestrian,21-30 mph,March,18,2,
2019,Killed,Pedestrian,21-30 mph,March,21,2,
2019,Killed,Pedestrian,21-30 mph,March,22,1,
2019,Killed,Pedestrian,21-30 mph,April,1,1,
2019,Killed,Pedestrian,21-30 mph,April,2,1,
2019,Killed,Pedestrian,21-30 mph,April,5,1,
2019,Killed,Pedestrian,21-30 mph,April,8,1,
2019,Killed,Pedestrian,21-30 mph,April,9,2,
2019,Killed,Pedestrian,21-30 mph,April,10,1,
2019,Killed,Pedestrian,21-30 mph,April,11,1,
2019,Killed,Pedestrian,21-30 mph,April,13,2,
2019,Killed,Pedestrian,21-30 mph,April,15,5,
2019,Killed,Pedestrian,21-30 mph,April,16,1,
2019,Killed,Pedestrian,21-30 mph,April,17,1,
2019,Killed,Pedestrian,21-30 mph,April,20,2,
2019,Killed,Pedestrian,21-30 mph,April,21,4,
2019,Killed,Pedestrian,21-30 mph,April,22,1,
2019,Killed,Pedestrian,21-30 mph,April,23,1,
2019,Killed,Pedestrian,21-30 mph,May,0,1,
2019,Killed,Pedestrian,21-30 mph,May,7,1,
2019,Killed,Pedestrian,21-30 mph,May,8,1,
2019,Killed,Pedestrian,21-30 mph,May,9,1,
2019,Killed,Pedestrian,21-30 mph,May,11,1,
2019,Killed,Pedestrian,21-30 mph,May,13,1,
2019,Killed,Pedestrian,21-30 mph,May,14,3,
2019,Killed,Pedestrian,21-30 mph,May,16,1,
2019,Killed,Pedestrian,21-30 mph,May,19,1,
2019,Killed,Pedestrian,21-30 mph,May,21,1,
2019,Killed,Pedestrian,21-30 mph,June,0,2,
2019,Killed,Pedestrian,21-30 mph,June,2,2,
2019,Killed,Pedestrian,21-30 mph,June,8,1,
2019,Killed,Pedestrian,21-30 mph,June,9,1,
2019,Killed,Pedestrian,21-30 mph,June,10,1,
2019,Killed,Pedestrian,21-30 mph,June,13,2,
2019,Killed,Pedestrian,21-30 mph,June,14,2,
2019,Killed,Pedestrian,21-30 mph,June,16,2,
2019,Killed,Pedestrian,21-30 mph,June,19,1,
2019,Killed,Pedestrian,21-30 mph,June,20,1,
2019,Killed,Pedestrian,21-30 mph,July,0,2,
2019,Killed,Pedestrian,21-30 mph,July,1,1,
2019,Killed,Pedestrian,21-30 mph,July,2,1,
2019,Killed,Pedestrian,21-30 mph,July,9,2,
2019,Killed,Pedestrian,21-30 mph,July,10,1,
2019,Killed,Pedestrian,21-30 mph,July,11,1,
2019,Killed,Pedestrian,21-30 mph,July,12,3,
2019,Killed,Pedestrian,21-30 mph,July,13,1,
2019,Killed,Pedestrian,21-30 mph,July,14,2,
2019,Killed,Pedestrian,21-30 mph,July,15,2,
2019,Killed,Pedestrian,21-30 mph,July,16,1,
2019,Killed,Pedestrian,21-30 mph,July,19,1,
2019,Killed,Pedestrian,21-30 mph,July,23,1,
2019,Killed,Pedestrian,21-30 mph,August,3,2,
2019,Killed,Pedestrian,21-30 mph,August,5,1,
2019,Killed,Pedestrian,21-30 mph,August,7,1,
2019,Killed,Pedestrian,21-30 mph,August,9,1,
2019,Killed,Pedestrian,21-30 mph,August,10,3,
2019,Killed,Pedestrian,21-30 mph,August,11,1,
2019,Killed,Pedestrian,21-30 mph,August,12,1,
2019,Killed,Pedestrian,21-30 mph,August,13,1,
2019,Killed,Pedestrian,21-30 mph,August,14,1,
2019,Killed,Pedestrian,21-30 mph,August,15,1,
2019,Killed,Pedestrian,21-30 mph,August,19,2,
2019,Killed,Pedestrian,21-30 mph,August,20,2,
2019,Killed,Pedestrian,21-30 mph,August,21,2,
2019,Killed,Pedestrian,21-30 mph,August,23,3,
2019,Killed,Pedestrian,21-30 mph,September,0,1,
2019,Killed,Pedestrian,21-30 mph,September,1,2,
2019,Killed,Pedestrian,21-30 mph,September,7,2,
2019,Killed,Pedestrian,21-30 mph,September,9,1,
2019,Killed,Pedestrian,21-30 mph,September,11,1,
2019,Killed,Pedestrian,21-30 mph,September,13,3,
2019,Killed,Pedestrian,21-30 mph,September,14,2,
2019,Killed,Pedestrian,21-30 mph,September,18,1,
2019,Killed,Pedestrian,21-30 mph,September,20,2,
2019,Killed,Pedestrian,21-30 mph,September,21,2,
2019,Killed,Pedestrian,21-30 mph,September,22,1,
2019,Killed,Pedestrian,21-30 mph,October,4,1,
2019,Killed,Pedestrian,21-30 mph,October,6,1,
2019,Killed,Pedestrian,21-30 mph,October,9,2,
2019,Killed,Pedestrian,21-30 mph,October,11,3,
2019,Killed,Pedestrian,21-30 mph,October,12,2,
2019,Killed,Pedestrian,21-30 mph,October,14,1,
2019,Killed,Pedestrian,21-30 mph,October,16,1,
2019,Killed,Pedestrian,21-30 mph,October,17,2,
2019,Killed,Pedestrian,21-30 mph,October,18,3,
2019,Killed,Pedestrian,21-30 mph,October,19,3,
2019,Killed,Pedestrian,21-30 mph,October,21,1,
2019,Killed,Pedestrian,21-30 mph,October,22,2,
2019,Killed,Pedestrian,21-30 mph,October,23,1,
2019,Killed,Pedestrian,21-30 mph,November,0,2,
2019,Killed,Pedestrian,21-30 mph,November,3,1,
2019,Killed,Pedestrian,21-30 mph,November,8,1,
2019,Killed,Pedestrian,21-30 mph,November,9,1,
2019,Killed,Pedestrian,21-30 mph,November,10,1,
2019,Killed,Pedestrian,21-30 mph,November,11,1,
2019,Killed,Pedestrian,21-30 mph,November,12,1,
2019,Killed,Pedestrian,21-30 mph,November,13,1,
2019,Killed,Pedestrian,21-30 mph,November,14,4,
2019,Killed,Pedestrian,21-30 mph,November,16,2,
2019,Killed,Pedestrian,21-30 mph,November,17,6,
2019,Killed,Pedestrian,21-30 mph,November,18,3,
2019,Killed,Pedestrian,21-30 mph,November,19,3,
2019,Killed,Pedestrian,21-30 mph,November,20,2,
2019,Killed,Pedestrian,21-30 mph,November,21,1,
2019,Killed,Pedestrian,21-30 mph,December,0,1,
2019,Killed,Pedestrian,21-30 mph,December,5,1,
2019,Killed,Pedestrian,21-30 mph,December,6,2,
2019,Killed,Pedestrian,21-30 mph,December,7,1,
2019,Killed,Pedestrian,21-30 mph,December,8,3,
2019,Killed,Pedestrian,21-30 mph,December,10,1,
2019,Killed,Pedestrian,21-30 mph,December,12,1,
2019,Killed,Pedestrian,21-30 mph,December,13,1,
2019,Killed,Pedestrian,21-30 mph,December,14,2,
2019,Killed,Pedestrian,21-30 mph,December,16,5,
2019,Killed,Pedestrian,21-30 mph,December,17,2,
2019,Killed,Pedestrian,21-30 mph,December,18,3,
2019,Killed,Pedestrian,21-30 mph,December,19,1,
2019,Killed,Pedestrian,21-30 mph,December,20,3,
2019,Killed,Pedestrian,21-30 mph,December,22,2,
2019,Killed,Pedestrian,21-30 mph,December,23,1,
2019,Killed,Pedestrian,31-40 mph,January,3,1,
2019,Killed,Pedestrian,31-40 mph,January,7,2,
2019,Killed,Pedestrian,31-40 mph,January,9,1,
2019,Killed,Pedestrian,31-40 mph,February,15,1,
2019,Killed,Pedestrian,31-40 mph,February,18,1,
2019,Killed,Pedestrian,31-40 mph,February,20,1,
2019,Killed,Pedestrian,31-40 mph,March,0,1,
2019,Killed,Pedestrian,31-40 mph,March,5,1,
2019,Killed,Pedestrian,31-40 mph,March,18,1,
2019,Killed,Pedestrian,31-40 mph,April,2,1,
2019,Killed,Pedestrian,31-40 mph,April,9,1,
2019,Killed,Pedestrian,31-40 mph,April,18,1,
2019,Killed,Pedestrian,31-40 mph,April,20,1,
2019,Killed,Pedestrian,31-40 mph,May,3,1,
2019,Killed,Pedestrian,31-40 mph,May,13,1,
2019,Killed,Pedestrian,31-40 mph,May,14,1,
2019,Killed,Pedestrian,31-40 mph,June,9,1,
2019,Killed,Pedestrian,31-40 mph,June,16,1,
2019,Killed,Pedestrian,31-40 mph,June,19,1,
2019,Killed,Pedestrian,31-40 mph,June,20,1,
2019,Killed,Pedestrian,31-40 mph,July,10,2,
2019,Killed,Pedestrian,31-40 mph,July,22,1,
2019,Killed,Pedestrian,31-40 mph,July,23,1,
2019,Killed,Pedestrian,31-40 mph,August,9,1,
2019,Killed,Pedestrian,31-40 mph,August,13,1,
2019,Killed,Pedestrian,31-40 mph,August,19,1,
2019,Killed,Pedestrian,31-40 mph,August,20,1,
2019,Killed,Pedestrian,31-40 mph,September,3,1,
2019,Killed,Pedestrian,31-40 mph,September,5,1,
2019,Killed,Pedestrian,31-40 mph,September,8,1,
2019,Killed,Pedestrian,31-40 mph,October,15,1,
2019,Killed,Pedestrian,31-40 mph,October,17,1,
2019,Killed,Pedestrian,31-40 mph,October,21,1,
2019,Killed,Pedestrian,31-40 mph,November,4,1,
2019,Killed,Pedestrian,31-40 mph,November,15,1,
2019,Killed,Pedestrian,31-40 mph,November,16,2,
2019,Killed,Pedestrian,31-40 mph,November,17,2,
2019,Killed,Pedestrian,31-40 mph,November,23,1,
2019,Killed,Pedestrian,31-40 mph,December,7,1,
2019,Killed,Pedestrian,31-40 mph,December,11,1,
2019,Killed,Pedestrian,31-40 mph,December,13,1,
2019,Killed,Pedestrian,31-40 mph,December,15,1,
2019,Killed,Pedestrian,31-40 mph,December,17,4,
2019,Killed,Pedestrian,31-40 mph,December,20,2,
2019,Killed,Pedestrian,41-50 mph,January,7,1,
2019,Killed,Pedestrian,41-50 mph,January,16,1,
2019,Killed,Pedestrian,41-50 mph,February,3,1,
2019,Killed,Pedestrian,41-50 mph,February,4,1,
2019,Killed,Pedestrian,41-50 mph,April,18,1,
2019,Killed,Pedestrian,41-50 mph,April,23,1,
2019,Killed,Pedestrian,41-50 mph,May,19,1,
2019,Killed,Pedestrian,41-50 mph,June,6,1,
2019,Killed,Pedestrian,41-50 mph,September,6,2,
2019,Killed,Pedestrian,41-50 mph,September,7,1,
2019,Killed,Pedestrian,41-50 mph,September,13,1,
2019,Killed,Pedestrian,41-50 mph,September,23,1,
2019,Killed,Pedestrian,41-50 mph,October,12,1,
2019,Killed,Pedestrian,41-50 mph,November,4,1,
2019,Killed,Pedestrian,41-50 mph,November,15,1,
2019,Killed,Pedestrian,41-50 mph,November,18,1,
2019,Killed,Pedestrian,41-50 mph,December,0,1,
2019,Killed,Pedestrian,41-50 mph,December,17,1,
2019,Killed,Pedestrian,51-60 mph,January,6,1,
2019,Killed,Pedestrian,51-60 mph,January,7,2,
2019,Killed,Pedestrian,51-60 mph,January,18,1,
2019,Killed,Pedestrian,51-60 mph,January,21,1,
2019,Killed,Pedestrian,51-60 mph,February,12,1,
2019,Killed,Pedestrian,51-60 mph,February,18,2,
2019,Killed,Pedestrian,51-60 mph,February,19,1,
2019,Killed,Pedestrian,51-60 mph,February,23,1,
2019,Killed,Pedestrian,51-60 mph,March,13,1,
2019,Killed,Pedestrian,51-60 mph,March,20,1,
2019,Killed,Pedestrian,51-60 mph,March,21,1,
2019,Killed,Pedestrian,51-60 mph,April,3,1,
2019,Killed,Pedestrian,51-60 mph,April,23,1,
2019,Killed,Pedestrian,51-60 mph,May,3,1,
2019,Killed,Pedestrian,51-60 mph,May,16,1,
2019,Killed,Pedestrian,51-60 mph,May,23,1,
2019,Killed,Pedestrian,51-60 mph,June,0,1,
2019,Killed,Pedestrian,51-60 mph,July,0,1,
2019,Killed,Pedestrian,51-60 mph,July,11,2,
2019,Killed,Pedestrian,51-60 mph,July,18,1,
2019,Killed,Pedestrian,51-60 mph,August,2,1,
2019,Killed,Pedestrian,51-60 mph,August,22,1,
2019,Killed,Pedestrian,51-60 mph,August,23,1,
2019,Killed,Pedestrian,51-60 mph,September,4,1,
2019,Killed,Pedestrian,51-60 mph,September,22,2,
2019,Killed,Pedestrian,51-60 mph,October,4,1,
2019,Killed,Pedestrian,51-60 mph,October,6,1,
2019,Killed,Pedestrian,51-60 mph,October,13,1,
2019,Killed,Pedestrian,51-60 mph,October,21,2,
2019,Killed,Pedestrian,51-60 mph,November,6,1,
2019,Killed,Pedestrian,51-60 mph,November,17,1,
2019,Killed,Pedestrian,51-60 mph,November,18,1,
2019,Killed,Pedestrian,51-60 mph,December,9,1,
2019,Killed,Pedestrian,51-60 mph,December,14,1,
2019,Killed,Pedestrian,51-60 mph,December,16,1,
2019,Killed,Pedestrian,51-60 mph,December,19,1,
2019,Killed,Pedestrian,51-60 mph,December,20,1,
2019,Killed,Pedestrian,51-60 mph,December,22,1,
2019,Killed,Pedestrian,61-70 mph,January,0,2,
2019,Killed,Pedestrian,61-70 mph,January,4,1,
2019,Killed,Pedestrian,61-70 mph,January,5,2,
2019,Killed,Pedestrian,61-70 mph,January,12,1,
2019,Killed,Pedestrian,61-70 mph,January,16,1,
2019,Killed,Pedestrian,61-70 mph,January,18,1,
2019,Killed,Pedestrian,61-70 mph,January,22,1,
2019,Killed,Pedestrian,61-70 mph,January,23,1,
2019,Killed,Pedestrian,61-70 mph,February,1,1,
2019,Killed,Pedestrian,61-70 mph,February,13,1,
2019,Killed,Pedestrian,61-70 mph,February,18,1,
2019,Killed,Pedestrian,61-70 mph,April,4,1,
2019,Killed,Pedestrian,61-70 mph,June,0,1,
2019,Killed,Pedestrian,61-70 mph,July,1,1,
2019,Killed,Pedestrian,61-70 mph,July,20,1,
2019,Killed,Pedestrian,61-70 mph,August,5,1,
2019,Killed,Pedestrian,61-70 mph,August,22,1,
2019,Killed,Pedestrian,61-70 mph,November,0,1,
2019,Killed,Pedestrian,61-70 mph,November,3,1,
2019,Killed,Pedestrian,61-70 mph,November,20,2,
2019,Killed,Pedestrian,61-70 mph,December,3,1,
2019,Killed,Pedestrian,61-70 mph,December,9,1,
2019,Killed,Pedestrian,61-70 mph,December,17,2,
2019,Killed,Pedestrian,Motorway,January,2,1,
2019,Killed,Pedestrian,Motorway,January,7,1,
2019,Killed,Pedestrian,Motorway,January,15,1,
2019,Killed,Pedestrian,Motorway,February,0,1,
2019,Killed,Pedestrian,Motorway,February,3,1,
2019,Killed,Pedestrian,Motorway,February,5,1,
2019,Killed,Pedestrian,Motorway,February,11,1,
2019,Killed,Pedestrian,Motorway,March,6,1,
2019,Killed,Pedestrian,Motorway,March,12,1,
2019,Killed,Pedestrian,Motorway,May,1,1,
2019,Killed,Pedestrian,Motorway,June,8,2,
2019,Killed,Pedestrian,Motorway,July,18,1,
2019,Killed,Pedestrian,Motorway,August,3,1,
2019,Killed,Pedestrian,Motorway,September,1,1,
2019,Killed,Pedestrian,Motorway,October,7,1,
2019,Killed,Pedestrian,Motorway,October,23,1,
2019,Killed,Pedestrian,Motorway,November,3,1,
2019,Killed,Pedestrian,Motorway,November,5,1,
2019,Killed,Pedestrian,Motorway,November,16,1,
2019,Killed,Pedestrian,Motorway,November,23,1,
2019,Killed,Pedestrian,Motorway,December,20,1,
2019,Killed,Pedestrian,Motorway,December,22,1,
2019,Killed,Pedal cycle,1-20 mph,January,19,1,
2019,Killed,Pedal cycle,1-20 mph,February,4,1,
2019,Killed,Pedal cycle,1-20 mph,February,8,1,
2019,Killed,Pedal cycle,1-20 mph,February,19,1,
2019,Killed,Pedal cycle,1-20 mph,August,22,1,
2019,Killed,Pedal cycle,21-30 mph,January,8,1,
2019,Killed,Pedal cycle,21-30 mph,January,9,1,
2019,Killed,Pedal cycle,21-30 mph,January,17,1,
2019,Killed,Pedal cycle,21-30 mph,January,18,2,
2019,Killed,Pedal cycle,21-30 mph,January,19,1,
2019,Killed,Pedal cycle,21-30 mph,February,13,1,
2019,Killed,Pedal cycle,21-30 mph,March,9,2,
2019,Killed,Pedal cycle,21-30 mph,March,10,1,
2019,Killed,Pedal cycle,21-30 mph,March,15,1,
2019,Killed,Pedal cycle,21-30 mph,March,16,1,
2019,Killed,Pedal cycle,21-30 mph,March,19,1,
2019,Killed,Pedal cycle,21-30 mph,March,21,1,
2019,Killed,Pedal cycle,21-30 mph,April,19,1,
2019,Killed,Pedal cycle,21-30 mph,May,9,1,
2019,Killed,Pedal cycle,21-30 mph,May,14,1,
2019,Killed,Pedal cycle,21-30 mph,May,23,1,
2019,Killed,Pedal cycle,21-30 mph,June,15,1,
2019,Killed,Pedal cycle,21-30 mph,July,3,1,
2019,Killed,Pedal cycle,21-30 mph,July,4,1,
2019,Killed,Pedal cycle,21-30 mph,July,6,1,
2019,Killed,Pedal cycle,21-30 mph,July,15,1,
2019,Killed,Pedal cycle,21-30 mph,July,16,1,
2019,Killed,Pedal cycle,21-30 mph,August,10,1,
2019,Killed,Pedal cycle,21-30 mph,August,11,1,
2019,Killed,Pedal cycle,21-30 mph,August,12,1,
2019,Killed,Pedal cycle,21-30 mph,August,13,1,
2019,Killed,Pedal cycle,21-30 mph,August,14,1,
2019,Killed,Pedal cycle,21-30 mph,September,6,1,
2019,Killed,Pedal cycle,21-30 mph,September,12,1,
2019,Killed,Pedal cycle,21-30 mph,October,6,1,
2019,Killed,Pedal cycle,21-30 mph,October,8,1,
2019,Killed,Pedal cycle,21-30 mph,October,13,1,
2019,Killed,Pedal cycle,21-30 mph,October,17,1,
2019,Killed,Pedal cycle,21-30 mph,October,22,1,
2019,Killed,Pedal cycle,21-30 mph,November,6,1,
2019,Killed,Pedal cycle,21-30 mph,November,13,2,
2019,Killed,Pedal cycle,21-30 mph,November,14,1,
2019,Killed,Pedal cycle,21-30 mph,December,19,1,
2019,Killed,Pedal cycle,31-40 mph,January,11,1,
2019,Killed,Pedal cycle,31-40 mph,February,16,1,
2019,Killed,Pedal cycle,31-40 mph,February,18,2,
2019,Killed,Pedal cycle,31-40 mph,March,16,1,
2019,Killed,Pedal cycle,31-40 mph,May,22,1,
2019,Killed,Pedal cycle,31-40 mph,July,12,1,
2019,Killed,Pedal cycle,31-40 mph,September,14,1,
2019,Killed,Pedal cycle,31-40 mph,September,16,1,
2019,Killed,Pedal cycle,31-40 mph,September,21,1,
2019,Killed,Pedal cycle,31-40 mph,November,10,1,
2019,Killed,Pedal cycle,41-50 mph,February,17,1,
2019,Killed,Pedal cycle,41-50 mph,February,23,1,
2019,Killed,Pedal cycle,41-50 mph,April,16,1,
2019,Killed,Pedal cycle,41-50 mph,September,21,1,
2019,Killed,Pedal cycle,41-50 mph,October,18,1,
2019,Killed,Pedal cycle,51-60 mph,January,12,1,
2019,Killed,Pedal cycle,51-60 mph,January,17,1,
2019,Killed,Pedal cycle,51-60 mph,March,15,1,
2019,Killed,Pedal cycle,51-60 mph,April,8,1,
2019,Killed,Pedal cycle,51-60 mph,April,9,1,
2019,Killed,Pedal cycle,51-60 mph,April,17,1,
2019,Killed,Pedal cycle,51-60 mph,April,18,1,
2019,Killed,Pedal cycle,51-60 mph,May,6,1,
2019,Killed,Pedal cycle,51-60 mph,May,7,1,
2019,Killed,Pedal cycle,51-60 mph,May,14,1,
2019,Killed,Pedal cycle,51-60 mph,June,8,1,
2019,Killed,Pedal cycle,51-60 mph,June,11,1,
2019,Killed,Pedal cycle,51-60 mph,June,13,1,
2019,Killed,Pedal cycle,51-60 mph,July,2,1,
2019,Killed,Pedal cycle,51-60 mph,July,5,1,
2019,Killed,Pedal cycle,51-60 mph,July,10,1,
2019,Killed,Pedal cycle,51-60 mph,July,12,1,
2019,Killed,Pedal cycle,51-60 mph,July,14,1,
2019,Killed,Pedal cycle,51-60 mph,July,19,2,
2019,Killed,Pedal cycle,51-60 mph,August,9,1,
2019,Killed,Pedal cycle,51-60 mph,August,12,1,
2019,Killed,Pedal cycle,51-60 mph,September,6,1,
2019,Killed,Pedal cycle,51-60 mph,September,11,1,
2019,Killed,Pedal cycle,51-60 mph,September,14,1,
2019,Killed,Pedal cycle,51-60 mph,September,20,1,
2019,Killed,Pedal cycle,51-60 mph,October,10,1,
2019,Killed,Pedal cycle,51-60 mph,November,23,1,
2019,Killed,Pedal cycle,51-60 mph,December,6,1,
2019,Killed,Pedal cycle,51-60 mph,December,11,1,
2019,Killed,Pedal cycle,51-60 mph,December,12,2,
2019,Killed,Pedal cycle,51-60 mph,December,13,1,
2019,Killed,Pedal cycle,51-60 mph,December,14,1,
2019,Killed,Pedal cycle,61-70 mph,June,16,1,
2019,Killed,Pedal cycle,61-70 mph,July,14,1,
2019,Killed,Pedal cycle,61-70 mph,August,6,1,
2019,Killed,Pedal cycle,61-70 mph,September,12,1,
2019,Killed,Motorcycle,1-20 mph,June,8,1,
2019,Killed,Motorcycle,1-20 mph,August,19,1,
2019,Killed,Motorcycle,1-20 mph,November,11,1,
2019,Killed,Motorcycle,1-20 mph,November,15,1,
2019,Killed,Motorcycle,21-30 mph,January,7,1,
2019,Killed,Motorcycle,21-30 mph,January,9,1,
2019,Killed,Motorcycle,21-30 mph,January,15,1,
2019,Killed,Motorcycle,21-30 mph,January,16,1,
2019,Killed,Motorcycle,21-30 mph,January,17,3,
2019,Killed,Motorcycle,21-30 mph,January,18,1,
2019,Killed,Motorcycle,21-30 mph,February,5,1,
2019,Killed,Motorcycle,21-30 mph,February,6,1,
2019,Killed,Motorcycle,21-30 mph,February,7,1,
2019,Killed,Motorcycle,21-30 mph,February,9,1,
2019,Killed,Motorcycle,21-30 mph,February,15,1,
2019,Killed,Motorcycle,21-30 mph,February,18,1,
2019,Killed,Motorcycle,21-30 mph,February,20,1,
2019,Killed,Motorcycle,21-30 mph,February,22,2,
2019,Killed,Motorcycle,21-30 mph,March,0,1,
2019,Killed,Motorcycle,21-30 mph,March,1,2,
2019,Killed,Motorcycle,21-30 mph,March,7,1,
2019,Killed,Motorcycle,21-30 mph,March,8,1,
2019,Killed,Motorcycle,21-30 mph,March,23,1,
2019,Killed,Motorcycle,21-30 mph,April,11,2,
2019,Killed,Motorcycle,21-30 mph,April,12,1,
2019,Killed,Motorcycle,21-30 mph,April,16,1,
2019,Killed,Motorcycle,21-30 mph,April,17,1,
2019,Killed,Motorcycle,21-30 mph,April,20,1,
2019,Killed,Motorcycle,21-30 mph,April,21,1,
2019,Killed,Motorcycle,21-30 mph,May,7,1,
2019,Killed,Motorcycle,21-30 mph,May,10,1,
2019,Killed,Motorcycle,21-30 mph,May,11,1,
2019,Killed,Motorcycle,21-30 mph,May,15,1,
2019,Killed,Motorcycle,21-30 mph,May,16,1,
2019,Killed,Motorcycle,21-30 mph,May,17,2,
2019,Killed,Motorcycle,21-30 mph,May,19,1,
2019,Killed,Motorcycle,21-30 mph,May,20,1,
2019,Killed,Motorcycle,21-30 mph,May,21,1,
2019,Killed,Motorcycle,21-30 mph,May,22,1,
2019,Killed,Motorcycle,21-30 mph,May,23,1,
2019,Killed,Motorcycle,21-30 mph,June,0,1,
2019,Killed,Motorcycle,21-30 mph,June,3,1,
2019,Killed,Motorcycle,21-30 mph,June,4,1,
2019,Killed,Motorcycle,21-30 mph,June,8,1,
2019,Killed,Motorcycle,21-30 mph,June,12,1,
2019,Killed,Motorcycle,21-30 mph,June,16,1,
2019,Killed,Motorcycle,21-30 mph,June,19,3,
2019,Killed,Motorcycle,21-30 mph,June,20,1,
2019,Killed,Motorcycle,21-30 mph,June,23,1,
2019,Killed,Motorcycle,21-30 mph,July,1,1,
2019,Killed,Motorcycle,21-30 mph,July,15,1,
2019,Killed,Motorcycle,21-30 mph,July,16,4,
2019,Killed,Motorcycle,21-30 mph,July,17,1,
2019,Killed,Motorcycle,21-30 mph,July,19,1,
2019,Killed,Motorcycle,21-30 mph,July,20,1,
2019,Killed,Motorcycle,21-30 mph,July,21,1,
2019,Killed,Motorcycle,21-30 mph,July,22,1,
2019,Killed,Motorcycle,21-30 mph,August,8,1,
2019,Killed,Motorcycle,21-30 mph,August,15,2,
2019,Killed,Motorcycle,21-30 mph,August,20,1,
2019,Killed,Motorcycle,21-30 mph,September,0,1,
2019,Killed,Motorcycle,21-30 mph,September,17,1,
2019,Killed,Motorcycle,21-30 mph,September,19,1,
2019,Killed,Motorcycle,21-30 mph,September,20,1,
2019,Killed,Motorcycle,21-30 mph,October,9,1,
2019,Killed,Motorcycle,21-30 mph,October,14,1,
2019,Killed,Motorcycle,21-30 mph,October,15,1,
2019,Killed,Motorcycle,21-30 mph,October,18,1,
2019,Killed,Motorcycle,21-30 mph,October,19,1,
2019,Killed,Motorcycle,21-30 mph,October,22,1,
2019,Killed,Motorcycle,21-30 mph,November,1,3,
2019,Killed,Motorcycle,21-30 mph,November,19,2,
2019,Killed,Motorcycle,21-30 mph,November,21,1,
2019,Killed,Motorcycle,21-30 mph,November,22,1,
2019,Killed,Motorcycle,21-30 mph,December,2,1,
2019,Killed,Motorcycle,21-30 mph,December,6,1,
2019,Killed,Motorcycle,21-30 mph,December,10,1,
2019,Killed,Motorcycle,21-30 mph,December,18,1,
2019,Killed,Motorcycle,21-30 mph,December,19,1,
2019,Killed,Motorcycle,21-30 mph,December,20,1,
2019,Killed,Motorcycle,31-40 mph,January,16,1,
2019,Killed,Motorcycle,31-40 mph,February,15,1,
2019,Killed,Motorcycle,31-40 mph,March,0,1,
2019,Killed,Motorcycle,31-40 mph,March,12,2,
2019,Killed,Motorcycle,31-40 mph,March,17,1,
2019,Killed,Motorcycle,31-40 mph,March,18,1,
2019,Killed,Motorcycle,31-40 mph,March,19,1,
2019,Killed,Motorcycle,31-40 mph,March,23,1,
2019,Killed,Motorcycle,31-40 mph,April,16,1,
2019,Killed,Motorcycle,31-40 mph,April,18,1,
2019,Killed,Motorcycle,31-40 mph,April,19,1,
2019,Killed,Motorcycle,31-40 mph,May,10,1,
2019,Killed,Motorcycle,31-40 mph,May,12,1,
2019,Killed,Motorcycle,31-40 mph,May,13,1,
2019,Killed,Motorcycle,31-40 mph,May,16,2,
2019,Killed,Motorcycle,31-40 mph,May,17,1,
2019,Killed,Motorcycle,31-40 mph,June,11,1,
2019,Killed,Motorcycle,31-40 mph,June,18,1,
2019,Killed,Motorcycle,31-40 mph,July,10,1,
2019,Killed,Motorcycle,31-40 mph,July,12,2,
2019,Killed,Motorcycle,31-40 mph,July,14,1,
2019,Killed,Motorcycle,31-40 mph,July,18,1,
2019,Killed,Motorcycle,31-40 mph,July,19,1,
2019,Killed,Motorcycle,31-40 mph,July,23,1,
2019,Killed,Motorcycle,31-40 mph,August,14,1,
2019,Killed,Motorcycle,31-40 mph,August,17,1,
2019,Killed,Motorcycle,31-40 mph,August,18,1,
2019,Killed,Motorcycle,31-40 mph,August,20,1,
2019,Killed,Motorcycle,31-40 mph,September,10,1,
2019,Killed,Motorcycle,31-40 mph,September,22,1,
2019,Killed,Motorcycle,31-40 mph,October,17,2,
2019,Killed,Motorcycle,31-40 mph,October,18,1,
2019,Killed,Motorcycle,31-40 mph,October,19,1,
2019,Killed,Motorcycle,31-40 mph,October,21,1,
2019,Killed,Motorcycle,31-40 mph,November,12,1,
2019,Killed,Motorcycle,31-40 mph,December,0,1,
2019,Killed,Motorcycle,41-50 mph,January,8,1,
2019,Killed,Motorcycle,41-50 mph,January,18,1,
2019,Killed,Motorcycle,41-50 mph,February,11,1,
2019,Killed,Motorcycle,41-50 mph,February,14,1,
2019,Killed,Motorcycle,41-50 mph,February,16,1,
2019,Killed,Motorcycle,41-50 mph,March,11,1,
